stamp,message_name,message_id,message_type,sequence_number,time_status,gps_week_number,gps_week_milliseconds,receiver_status,idle_time,sol_status,vel_type,latency,diff_age,hor_speed,trk_gnd,ver_speed
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=681510972)",BESTVEL,1430,0,0,180,2373,322421650,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6499999761581421,1.172350592215343,224.24731530175808,0.01943279619530891
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=731115683)",BESTVEL,1430,0,0,180,2373,322421700,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.699999988079071,1.2630370168663985,223.66035863788954,0.04815048075885359
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=781647992)",BESTVEL,1430,0,0,180,2373,322421750,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.75,1.445950443599597,223.01437538926024,-0.012980544826670881
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=832348802)",BESTVEL,1430,0,0,180,2373,322421800,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.800000011920929,1.6019546684775519,222.15839466308097,0.031008505485026983
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=881734380)",BESTVEL,1430,0,0,180,2373,322421850,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8500000238418579,1.6269874211794961,222.30126376314533,0.08822315022514715
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=931827359)",BESTVEL,1430,0,0,180,2373,322421900,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8999999761581421,1.8206745906069661,219.54450639866064,-0.07069619218066314
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=983015051)",BESTVEL,1430,0,0,180,2373,322421950,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.949999988079071,1.9529587890720759,221.50325563741433,-0.10686066748332423
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=62659826)",BESTVEL,1430,0,0,180,2373,322422000,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0,2.0436356712132397,220.8321657378859,0.028116072731235064
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=82189633)",BESTVEL,1430,0,0,180,2373,322422050,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0499999523162842,2.1886113640392564,220.5884726100784,-0.0656448710648928
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=132185505)",BESTVEL,1430,0,0,180,2373,322422100,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.100000023841858,2.277365024082034,219.5078860076724,-0.05305563011767178
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=181652265)",BESTVEL,1430,0,0,180,2373,322422150,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.149999976158142,2.452073377171376,220.45087979806968,-0.06109273552169847
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=234150882)",BESTVEL,1430,0,0,180,2373,322422200,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2000000476837158,2.5493849888470366,220.29478582895712,-0.06644206738269742
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=282498024)",BESTVEL,1430,0,0,180,2373,322422250,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.25,2.6911222513106594,219.8578259149461,0.01968970850636864
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=331265101)",BESTVEL,1430,0,0,180,2373,322422300,33554432,46,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.30000001192092896,2.7787133370203687,218.16847832006738,-0.019759839949232028
