stamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=621069064)",-0.004373160190880299,0.0034281290136277676,-0.004455366171896458,0.018281254917383194,-0.003040729323402047,0.0062704309821128845
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=631069576)",-0.0049180458299815655,-0.0028777767438441515,-0.0016802388709038496,0.0008028555894270539,-0.007898894138634205,0.0009003364248201251
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=641069576)",-0.0012415202800184488,0.0022335457615554333,0.001164714340120554,-0.01339956559240818,0.0009149937541224062,-0.004922432359308004
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=651073160)",-0.0037244181148707867,0.002837095409631729,-0.0021928721107542515,-0.010428596287965775,0.003846686100587249,-0.0008822630625218153
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=661075208)",-0.007620217744261026,0.0017486216966062784,-0.004352884367108345,0.016382573172450066,-0.0039794063195586205,0.00437751691788435
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=671074976)",-0.006201724521815777,-0.002574667800217867,-0.0022218285594135523,0.0051871552132070065,-0.007830832153558731,0.001834124675951898
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=681074952)",-0.001375281368382275,0.0018957150168716908,0.0002935250522568822,-0.008807777427136898,-0.00522200670093298,-0.003748610382899642
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=691077536)",-0.0029117409139871597,0.003002816578373313,-0.0017726374790072441,-0.006385261192917824,0.004694940522313118,0.0004394490970298648
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=701080072)",-0.006852802354842424,0.0014641741290688515,-0.005085148848593235,0.01759687438607216,-0.008102844469249249,0.004152017645537853
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=711079840)",-0.0038205725140869617,-0.00408213771879673,-0.0015920459991320968,0.005341966636478901,-0.005030754022300243,0.00029754219576716423
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=721079816)",-0.00654907152056694,0.004336682613939047,0.0003759266110137105,-0.00970017071813345,-0.004563635215163231,-0.005957735702395439
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=731083400)",-0.002751448890194297,0.0021035990212112665,-0.0011478288797661662,-0.005279348697513342,0.0036562683526426554,-0.0028946748934686184
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=741085448)",-0.006482113152742386,0.000620120030362159,-0.004196422640234232,0.018621917814016342,-0.004400524310767651,0.001990259625017643
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=751086216)",-0.0052027408964931965,-0.003590245032683015,-0.0008837082423269749,0.00506528839468956,-0.008991562761366367,-0.0012260565999895334
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=761086192)",-0.001430175150744617,5.63751018489711e-05,0.0016249532345682383,-0.010024840012192726,-0.004242541268467903,-0.0040613822638988495
